age,location,text,r,g,b,x,y
20代,横浜,子どもを預けられる人が近くにいない。（一番近くて2h）何かあった時、自分がダウンした時余裕がなくなってしまう。,-1.086958478,-1.730770419,-6.3262633,-10.2263438,-1.934840635
30代,横浜,満足いくまでやらせないとじれて困る。,6.154394123,-4.78781378,-2.307324988,-7.37024135,-10.57200672
20代,横浜,図書館が欲しい!,6.777344929,5.849870394,2.206100275,14.85726683,5.904608923
30代,横浜,中途半端な手当てでなくちゃんとした制度をつくってほしい。,0.943969909,7.228288706,-1.405970044,-9.342328914,15.96295683
30代,横浜,検診費用と出産費用が高すぎる。予約がとれない。時間がかかる。,-2.736716883,7.839961614,-8.644953207,-16.24373248,17.04488342
20代,横浜,道路のガタガタどうにかならないかなあ…ベビーカー押すのがつらいです。,-10.6194118,0.281127358,-0.636316888,13.85671826,-14.96158644
30代,横浜,希望の保育園に入れるようにしてほしい。,5.465877921,8.097508898,4.85432405,19.21612641,6.258356881
20代,横浜,子連れにやさしいバス・電車を作って。,-9.807840956,0.198131228,2.737062737,12.20733671,-12.24644008
30代,横浜,手当がもっとあったら良いなと思う。1人目は良くても2人目を産むの考えちゃう。,1.603263812,-0.549532314,-9.722303598,-19.69442966,-4.330988856
30代,横浜,一時保育のできる場所を増やしてほしい。急な用事にも対応できるところ。,4.778194241,-1.162884756,6.101813714,2.158696496,1.019616164
20代,横浜,電車やバス・デパートなど子供がいても嫌がられない環境になるといいな。楽しく過ごしたい!!,-6.459124903,-0.439807322,4.55289179,6.536165895,-10.21513962
30代,横浜,パパもっと育児手伝ってえ～。,-0.588039775,-5.892070924,2.402887587,2.405631598,15.8377941
30代,横浜,もっと気軽にあずかってもらえる場所がほしい。,5.642032196,-5.47786617,2.696518271,-3.960804566,-5.340186693
20代,横浜,バス、電車などの混雑時のベビーカーでの乗車。,-11.07974369,-1.36316646,-4.07233236,14.96243126,-20.15327401
30代,横浜,ベビーカーになかなか乗ってくれなくて重いよー!!!,-3.817966926,-4.236235364,3.765866741,2.556136453,-8.930427133
20代,横浜,バスや電車の利用でもう少し赤ちゃんや小さい子供を連れていても乗りやすい環境にしてほしい。,-12.33507529,-1.453833531,1.116964111,15.74888384,-12.87984013
20代,横浜,電車にベビーカースペースあったらいいなあ～。,-10.23007808,0.176840945,2.736486952,12.19455963,-12.24693822
20代,横浜,夏になると虫がたくさん家の中に入ってくる。,0.363879473,-5.451252331,0.714333528,2.133730967,13.66082515
10代,横浜,よぼう接種類安くなってくれたら嬉しいデス。,-1.726267433,6.033127767,2.320087324,-8.288510419,6.514195245
30代,横浜,子供がぐずってさわぎ出した時、公共の場できまずい。,4.749880096,-4.829566873,4.066901828,-2.319423318,-4.098842078
40代,横浜,もっとみんながあたたかい目で、子供たちと接してほしいと思います。,0.97811254,1.123421779,8.24079603,-5.641991158,-0.791261343
20代,横浜,子供をあずかってくれる場所をふやしてほしい。ねだんも安く。,5.70986734,-7.013317099,-1.955548393,-7.947308632,-14.25040779
20代,横浜,電車の中でのベビーカーに対する冷たい目。少し悲しいし、ざんねん。,-11.47446987,-0.546475384,-2.862817459,14.94046048,-18.23581991
20代,横浜,子ども連れでも気がねなくランチや外食に行きたい。,-0.862491991,-0.054649101,8.311029318,-1.902720309,-0.995862762
20代,横浜,出産ひようもう少し安くしてほしい。2人目とかほしいけど金せん的に悩む。,1.151842261,3.413521034,-4.043139256,-14.14794145,4.53028691
20代,横浜,出産費をもっと安くしてほしい!!,-1.873740457,8.538806031,-4.65158797,-14.25589074,13.35832843
20代,横浜,税金が上って出産ひ用も上がって補助金が上がらないときびしいです。,-2.890820815,6.718388165,-5.339181411,-13.58070493,10.67513535
20代,横浜,病院の待ち時間が長い、費用が高い。,-0.214083156,-0.237836561,-3.886176902,-9.826952413,0.987153029
20代,横浜,出産費用がもう少し安くなってくれるといい。,-1.449174216,6.262446199,-2.985069708,-11.19295583,11.79121956
20代,横浜,昔は出産費用が30万円弱だったのが、今では50万前後…。地方では20万くらいだそうです。もっと安くして。,-2.896414033,9.640872492,-10.91556588,-20.89092883,16.42428896
20代,横浜,二人目ほしいけど、お金がきつい。,1.825906752,-2.91721778,-7.741696631,-15.8538346,-4.167165876
30代,横浜,出産時の費用が補助でまかなえれば、何人でも産んじゃうのに…,2.005808121,2.691825123,-6.532346787,-16.81249918,2.998187564
30代,横浜,・出産費用が高い　・予防接種の自己負担が多い。　・医療費の所得制限きびしい…,-2.66507692,9.092330327,-10.05234705,-20.11305622,16.904921
20代,横浜,・出産費用がもう少し安ければ子どもがもっと産みやすくなると思う。（同じく検診費も…）,0.182839613,5.461150854,-4.477759521,-15.20625622,7.379541277
20代,横浜,出産できるびょういんがもっとほしい!,2.124910593,-3.332947787,-4.753279838,-12.00448533,-4.89813015
20代,横浜,公共施設のトイレの数が少ない。鍵の位置が低いのでもう一つ高い位置にも設置してほしい。,-11.43266704,-1.582302147,1.026074166,15.68258951,-13.50202379
20代,横浜,出産費用を無料にしてくれたらうれしい。,-0.213027974,-0.238566987,-3.886936635,-9.91022535,2.47627687
(無記入),横浜,出産費用が高い。子育てにかかる費用を安くして頂きたい。,-2.951709969,3.126442667,-1.531303928,-8.891869923,13.07488121
30代,横浜,自己負担ほぼ無しで産めると思っていたら、出産費用がけっこうかかってびっくりしました。,-2.962960483,10.24212106,-9.509984768,-19.73443119,16.0449921
20代,横浜,出産する時に上の子が心配なので、病院であずかってもらえるなど安心して出産出来るかんきょうがほしい!!,1.711317259,-3.209353735,-7.587857653,-15.57014973,-4.160075129
20代,横浜,出産費用、育児用品も少し安ければ子供が増えると思う!!,1.18866099,3.635772471,-4.513762349,-15.01334398,4.652892371
20代,横浜,出産費用が高い。一時金でカバーできるくらいにしてほしい。,0.350957271,8.759417757,-2.812485587,-11.7248304,16.06665384
30代,横浜,妊娠中にアクティブに動けるジムやスタジオがあったら行きたかった。,1.313533858,-3.209820397,-4.897729015,-11.61966742,-4.233284034
20代,横浜,駅のエスカレーターなどのバリアフリーをもっと増やして欲しい。,-10.5023146,0.097135588,2.81167616,12.19975948,-12.22817659
20代,横浜,出産費用高すぎ!!　自己負担額高いよ!,-2.835155002,9.995305776,-10.79383669,-20.76254384,16.25056892
40代,横浜,妊娠するまでに不妊治療をしていました。2人目も希望していましたが、治療費が高くふみ切れません。もう少し医療費のえん助をお願いします。,0.650134132,6.262596838,-7.030094186,-17.81319227,8.035359461
30代,横浜,マタニティの時の不安、体調、心のケアを話しあえるCaféみたいなのがほしかったです。,0.523729195,-1.66539971,-8.925199652,-18.66591986,-3.512089095
30代,横浜,産後を支える場所いっぱいあるといいね。,0.165882959,-0.60562022,8.883759544,-3.022191785,-0.268669716
20代,横浜,出産にかかる費用をもう少し安くなるとイイなあ～。,-1.58760653,6.700199033,-3.331544437,-11.19200237,11.78825368
20代,横浜,出産費用が高い～　外出したとき気づいてもらえない。,-3.959311712,4.026724295,-4.584513832,-12.10919449,7.876587938
20代,横浜,エレベーターがこんでて、なかなか乗れない!ベビーカーとかでもなくエスカレーターやかいだんをのぼれる人はエレベーターをあまり使かわないでほしい。,-12.35256005,-2.057017974,-3.548122924,13.48166723,-19.47308921
20代,横浜,もっとエレベーターやスロープを増やしてほしい。,-8.009030414,-2.657699928,2.951812311,6.824951276,-12.955972
30代,横浜,赤ちゃんの広い遊び場をふやしてほしい!,-4.782974467,0.167263751,5.473218116,5.828732741,-8.260476164
30代,横浜,保育園をたくさん作ってほしいです。復帰できないかもです。,0.44079551,-0.789108946,1.532860224,6.292573931,13.13801948
30代,横浜,出産育児一時金がもう少しほしい。,0.906670602,1.864624633,-5.256221738,-15.18820027,2.723222814
30代,横浜,出産費用の補助etcもっとあったらもう一人とか考えたいのになあ…,2.005450726,2.69571154,-6.52792762,-16.80833157,2.997762317
20代,横浜,出産費料をもっと安くしてほしい。子育てができやすいかんきょう。,-1.389627344,0.2477079,0.255286408,-2.971593966,13.90609959
20代,横浜,妊婦検診の料金をもっと安くしてほしい!,0.449935577,8.057617078,-2.197865109,-10.86429093,15.94915294
20代,横浜,地域によって出産にかかる費用が違いすぎる!　里帰りする人に対して関東の病院は冷たい!,3.393700451,-0.574798909,-7.078798438,-15.70915007,-5.950763107
30代,横浜,産婦人科が少ない!!　妊娠3ヶ月でも分べん予約とれないってどーゆーこと。なんとかしてほしいです。,5.805897991,3.484214161,-1.920843943,10.79367382,7.17576318
(無記入),横浜,子連れでの電車やバスの乗り降りが大変、ステップフリーのバスをもっと増やしてほしい。,-9.032956689,-1.840260274,-3.145965873,11.56231881,-20.1109241
30代,横浜,出産一時金をもう少しUPして欲しい!,2.42041441,1.537693641,-3.729810998,-13.31042856,1.841896196
(無記入),横浜,子どもを育てるのにもうすこしほじょなどしてほしい。,-1.584908464,3.740490198,3.363244677,-6.337895882,4.677996998
20代,横浜,産婦人科が少ないので、増やしてほしい。,2.067701306,-1.686220642,-5.208164914,-13.01579829,-3.355415965
20代,横浜,出産費用が高い!!,-1.942378094,8.842187473,-4.869865045,-14.32274368,13.40455109
20代,横浜,出産費用が無料になれば、もっと子だくさんになります。,-1.541374715,9.174777834,-7.433066744,-16.75664927,14.95161669
30代,横浜,産婦人科を増やして欲しい!（いつも混んでいる）,-1.63098668,-3.823412334,-0.958157962,-1.275388745,10.11085747
30代,横浜,実家が遠くてたよれない…。保育室のお迎えコールがこわいよ～。,5.786295001,-1.457565685,4.737303426,3.955126347,1.320738958
50代,横浜,今後の教育費がちょっと心配です。,-1.437508343,9.100426708,-6.840847714,-16.82744695,14.92915555
20代,横浜,とにかく線を引っぱる…！さしこむ部分にゴムのフタがついていれば安心だし、線もふしょくしてないのに…,-7.624506846,-4.827678557,-0.476187637,2.013759719,-15.78200462
20代,横浜,もう少し国のえんじょ!,-1.910844141,9.017799016,-5.045343617,-14.30598857,13.39617217
20代,横浜,駅にエレベーターを増やしてほしい。,-8.316034147,-2.206422298,3.48726187,6.683165966,-12.90043318
40代,横浜,三人の男の子全員大学まで行ったら、お金かかるなあ…教育費の支援がもっと欲しい。,0.022988911,4.097877889,-5.852936024,-16.28534128,5.985087806
40代,横浜,ベビーカーでのおでかけにやさしいまちづくりをしてほしい!　エレベータのない駅にエレベーターを!　広いトイレを!　バスにもベビーカー置場を!　お願いします。,-9.757167062,-1.941331862,-5.30732779,13.64178646,-21.63997606
40代,横浜,保育園に入ってからよくぐずるようになった。,9.560745512,2.950856678,6.756042899,14.18602218,-3.076855017
30代,横浜,医療費が小学生の間もでるといい!,-1.850613269,9.63736119,-8.770237489,-18.72665622,15.82905975
20代,横浜,もっと手当てがほしい!!,-1.812167402,6.300206642,-2.719796146,-11.19216024,11.80401792
30代,横浜,夫の給料が下がって生活が大変!!,-2.645651028,0.051733083,-0.112652826,-3.203703779,14.84710513
20代,横浜,年々手当てがが減って、その分かせぐと減ってしまい、なかなかあくじゅんかん…。,-0.419294459,3.489584079,-5.545588796,-15.53205372,6.071824865
30代,横浜,最近キッズスペースを作っているお店は増えているけど、もっとそういうお店（カフェ、洋服）が増えるとお買物がゆっくりできるな。,-10.63880701,-1.535557762,-5.190472993,14.65877287,-21.09603176
40代,横浜,エレベーターをもっと増やして欲しい。,-5.360162601,-2.3443011,3.435129036,5.637438649,-6.243199933
30代,横浜,仕事ではない用事がある時、親族や預ける人が近くにいない母は子連れで移動や免許の更新などしなくてはならないのが困る。周りの目も辛い。,-10.44972498,-3.523378631,4.735729668,14.33562668,-6.724768423
30代,横浜,エレベーターがある駅をもう少しふやしてほしい!,-10.03042934,-0.233526349,2.781031463,12.15267779,-12.26763367
30代,横浜,医療費の無料を2年以上もやってほしい。,1.189058311,4.580750971,-6.401567019,-17.23863189,5.761966361
20代,横浜,母親と住んでいて子そだてに口出ししてくる、でも手伝ってはくれない…,5.604792746,-8.818816014,-3.022111097,-9.588167263,-16.43370003
30代,横浜,赤ちゃん連れにも優しい施設を。授乳室がたくさんほしい。,-8.836188073,-2.586360595,-1.159629602,5.176162376,-16.87219777
30代,横浜,主人の帰宅が遅くひとりで育児をするのが大変。,-1.520257131,-6.25291749,3.163803685,2.950255,15.7371183
40代,横浜,育児手当（子供）を一律にしてほしい。所得が多くても支払いが多い家もあり、生活が苦しいのだ!,-1.993820988,-0.046945491,0.418988587,-2.933176997,14.50017221
20代,横浜,増税つらい!　おむつも、ミルクもお金かかるし…今の手当てじゃたりなーい!,-3.776173631,5.731870289,-4.986100621,-13.36329202,9.624542664
30代,横浜,ベビーカーでの移動時、歩道に段差があってつまづいてしまったり、乗り上げられなかったりして大変。バリアフリーをてっていしてほしい。エレベーターがない場所が多くて大変。横浜駅ブルラインのクイレンズ、伊勢丹へ上がる階段の所スロープをつけてほしい。,-9.134165427,-1.300295482,-4.831243933,13.0271073,-21.32316554
20代,横浜,増税後、スーパーの物価があがって、家計が火の車に!!,-3.087633203,7.600193805,-4.735930479,-13.18984456,11.62394937
30代,横浜,子供の手当てをふかやしてほしい。,-0.876002774,3.196391395,4.576046402,-4.82146609,3.861441887
20代,横浜,仕事を始めたいが、子供がいるとなかなかみつからない。,0.593564851,-3.192716633,4.758352036,0.554914053,7.630517594
30代,横浜,子供が2才差!　教育資金が心配！,1.737317437,3.234820046,-5.913476988,-16.58271425,3.852872525
30代,横浜,もっと手当てがほしい。,-0.905538686,4.900954734,-1.508207361,-8.301290497,10.66713771
20代,横浜,幼稚園の費用等、もう少し保じょが出ると嬉しいです。,0.353112297,8.762312721,-2.811338227,-11.72382198,16.06670317
20代,横浜,エレベーターの位置を分かるように表示してほしい!,-10.69934552,-2.331157311,2.836558769,14.77329022,-8.944938749
(無記入),横浜,保育園が仕事が決まらないと入れないのはおかしいと思う!!　決まってないのに仕事さがすの不安。,4.047249801,9.767296119,4.677490504,19.26870118,8.397808397
30代,横浜,医療費も児童手当も所得制限あるのに保育料も所得別で高額!　公平にしてほしい!,1.050489005,9.339399486,-2.732455058,-12.00423012,16.65373134
30代,横浜,もより駅にエレベーターをつけてほしい!!,-6.132734011,0.410080789,4.966281652,7.119882483,-9.578846067
20代,横浜,ホームにもっとエレベーターを増やしてほしい!!,-5.216937066,-4.545302741,3.775071462,3.3088123,-9.914496495
30代,横浜,お料理の最中も興味を持って手元をのぞいて来るのでケガをさせないか心配です。キッチンをcloseすると大泣きするので困っています。,-2.703561842,-3.864515311,2.453450698,4.428732281,12.28724472
30代,横浜,バスや電車での子連れ移動が大変!!,-11.29338369,-0.833711332,-4.171886548,14.93311627,-20.13693162
30代,横浜,うるさくしてもOKな電車、車両あったらいいのに。,-10.05812477,-0.093136491,2.900506554,12.18915872,-12.26847274
30代,横浜,もっと小児科が気軽にいけるようになってほしい。（混んでる内科が入ってて）うつされる。,8.568829033,-5.194100537,-2.107118108,-6.997456614,-8.330805939
30代,横浜,保育園にもっと入りやすくしてほしい。,8.240374484,0.670335901,3.219742394,9.208520571,1.876859461
20代,横浜,ベビーカーで電車に乗ることに、もっと理解がほしい!,-10.66316944,-0.343078869,-2.509842865,14.92830442,-18.22011731
30代,横浜,幼稚園を増やしてほしい!!,9.781997337,3.048363219,6.522463289,14.1996794,-3.076826559
30代,横浜,手当てが欲しい!,-1.52360605,6.78457405,-2.814898067,-11.18560986,11.78819415
30代,横浜,なかなかお金が貯まらない!!,2.078844736,6.535589224,-0.522061909,-7.78520277,16.3729971
60代,横浜,育児、食事が良く出来ません。困って居ます。,1.556058782,-3.431658062,-1.476976107,-0.98288411,10.11439117
30代,横浜,JRの全部の駅にエレベーターをつけてほしい。JR関内駅は不便（長い階段のみでベビーカーのときに困る）,-10.35577974,-1.496498481,-6.77103058,14.51890258,-22.69862099
30代,横浜,幼稚園無料がいい!,-1.597647054,8.849691985,-4.676214619,-14.33538656,13.37585351
30代,横浜,夫の収入で子供の手当などを制限しないで!　大変なのはみんな一緒。,-0.478778434,1.139971581,-4.528794889,-10.51783246,2.963941329
30代,横浜,3才になって子供手当て減額なぜ!!,4.605524401,-3.138436008,-4.457837492,-11.5327435,-7.785950403
30代,横浜,もっと手当てが欲しいです!!!,-1.658329883,6.341780536,-2.54460096,-11.19096388,11.79574944
20代,横浜,もっと手当てがほしい!!,-1.912454925,7.315968525,-2.846504496,-11.18459764,11.76906746
20代,横浜,電車でベビーカーが通れる様なゆとりがあるスペースがもう少しほしい。,-7.058639383,1.168002844,4.675627191,8.314434153,-10.1482072
20代,横浜,幼稚園の入園費用をおさえてほしい!,0.447121304,8.057678088,-2.196098834,-10.86205747,15.94515049
20代,横浜,子供に安心な物を食べさせてあげたい。もう少し安く手にはいったら…,0.010406998,-0.769735965,9.643997481,-3.529125219,-0.156781767
20代,横浜,同居の家から早く出たーい!!,4.730971217,-4.829874041,4.047713834,-2.320124716,-4.099002258
20代,横浜,もっと習い事させたい!!　高校受験などで不安!!,-2.499062541,2.101348943,-0.175717018,-5.605252233,13.46721756
30代,横浜,育児に専念できる生活手当が欲しい。女性の活やくは、育児が終わってから!,-3.03979717,0.313156521,-0.341180756,-3.548845374,14.86337413
20代,横浜,高校が義務教育のように無料になったらすっごく助かる!!,-3.53810124,5.70037944,-4.868736102,-13.23371909,9.644596989
30代,横浜,保育料をさげてほしい!!,5.399244395,7.520589604,5.209231386,18.96131722,6.369553088
20代,横浜,義父母との生活つかれたあー笑,-2.607507052,-0.782237405,0.526774415,-2.462289134,15.26157218
30代,横浜,どのくらいの費用がかかるのか、いつどれだけの手当てが出るのか知りたい。,-2.879206772,10.00045544,-9.55889159,-19.74586784,16.04804343
30代,横浜,税金ばかり上がって給料があがらないのはつらい。子供を安心して育てられる社会にしてほしい。他国には税金がかからないようにするのはおかしい。,-2.849978566,4.310288095,-0.881038675,-7.427985783,12.40538748
30代,横浜,生活費が大変!,-2.957546843,5.725020032,-4.59808432,-13.08903938,9.760228591
30代,横浜,沢山子どもが欲しいけど、お金が心配。,-2.876061632,2.774748493,-0.989912718,-6.598408859,13.05621038
30代,横浜,消費税があがったけど、給料はそのまま…もっと手当てがあれば2人、3人と産めるのにと思います。,2.315734765,0.829981494,-5.681673685,-15.27904287,0.851161381
20代,横浜,子どもの手あてをもう少し期間短くして、金がくが増えると助かります。,-2.130481674,5.573451379,0.814539128,-8.547194423,7.972351446
20代,横浜,もう少し出産する時に手当てがもらえるとうれしい。検診料とかもとういつしてほしいです。,-1.546384042,4.977429993,2.982018307,-7.233395706,5.807709346
30代,横浜,そうだんする人がいなくて、不安です。,0.016282315,-2.011774921,-6.419616313,-10.76266031,-2.532969458
40代,横浜,家賃をもっと安くしてほしい。,6.157713498,-4.788923193,-2.307704283,-7.366118076,-10.57290168
30代,横浜,医療費の無料を2年生以上も続けてほしい。,1.20741419,4.596460907,-6.368092145,-17.23537045,5.762133102
20代,横浜,電車で子どもが居たり。妊娠でも席をゆずってくれない!,-9.473246299,-2.489964903,6.692802242,11.47823688,-8.675420571
20代,横浜,家族の時間を増やしたい。でも仕事もあるし…。,4.912930912,-5.763300363,1.412621622,-2.929349605,-7.425347658
30代,横浜,教育費が心配です。（お給料はあがらないのに…）,-1.906563739,9.148043636,-7.415537775,-16.83603798,14.9287001
30代,横浜,ベビーカーをもっと気兼ねなく使える社会になってほしい。,-2.503025714,-3.485324476,4.488030388,0.866326133,4.790985225
40代,横浜,高齢出産のため体力的にきつい。　毎日夜泣きで起こされて寝不足です。　マッサージ等受けれたらいいなと思います。,2.109137393,0.061006229,-7.443112939,-17.34175975,-1.935162042
30代,横浜,出産後、腰痛が治らない　けれど病院に行く時間がない。ママ専用の何かがあるといいな。,1.478899672,-2.954159593,-4.332706734,-11.92433417,-3.976575939
40代,横浜,カミさんが強い,8.882264163,1.750872315,2.415530718,8.573602714,2.060165521
30代,横浜,妊娠中健診補助券のエコー用の券を増やしてほしい。,0.596008413,6.000424187,-6.987732423,-17.73285175,7.888340097
不明,横浜,子育て支援センター等を各月ぐらいで　どんなテーマでもいいので参加できるようになったらいいなぁー。,3.058466906,-5.123860416,-0.788060098,-1.294334766,-9.641291642
３０代,横浜,横浜市は産婦人科が少ない。,-1.91479389,8.757206668,-4.544076414,-14.3567908,13.29930049
30代,横浜,しっしんがひどいので良くなってほしい。相談できるところがほしい。,-0.682860356,2.798445993,5.218031529,-4.391273408,3.238033684
30代,横浜,子連れで病院に行けないので、なかなか自分の治療ができません,1.686204933,-2.352208394,6.237780155,-2.792248232,5.598208206
不明,横浜,夜、1、2時間おきに起きることがつらかった。　断乳してよくなりました。身近な子育て情報の交換場所があれば。,2.165135018,-5.186419073,-0.673429374,-1.251042304,-8.756251876
30代,横浜,エレベーターのない駅だと電車に乗るのが大変。,-7.048803032,-4.999285867,3.655237291,15.52584561,-12.46735664
20代,横浜,小児科が増えてほしいです。,-0.905695691,4.901291333,-1.504828644,-8.301254552,10.66663272
30代,横浜,帝王切開後のメンタルケアがほしかった。,3.945321356,-0.32828585,2.995247719,4.107424966,5.659504168
30代,横浜,子どもの保育の場をもっと増やせるように支援してほしい。　企業に保育設備をつくるように義務づけるとか,8.219121791,-3.192793676,-0.119102617,-4.893101449,-11.98268794
30代,横浜,４人目妊娠中。　背中が痛い！！　やわらぐ方法が知りたい。,1.765331736,-0.462325616,-9.374887179,-19.38963564,-4.195510914
30代,横浜,妊娠中健診の補助をもっと出して下さい。,0.504284599,4.818978286,-5.99052364,-16.85679558,6.418176793
30代,横浜,太りすぎに注意,6.862786016,5.625661109,2.805395431,15.26346304,6.037404383
２０代,横浜,遊べる場所が少ない。さわぐとうるさいと思われるし…,1.449011659,-0.129566921,5.938119866,-0.959617052,2.581708099
２０代,横浜,出産費用をおさえられると、ありがたいです。他の出費もあるので。,-1.718681227,9.404382099,-7.127162191,-16.80513396,14.96478262
３０代,横浜,出産費用(自己負担額)が高額だと思います。補助等があればいいなと感じます。,-2.714689463,7.908705604,-8.857256868,-16.45917112,17.22702717
30代,横浜,病院にキッズスペースがあるとイイナ。,10.46524319,8.731638307,-3.35550922,-2.073630212,0.482746866
30代,横浜,子どもの病院ばかりで、ママ専用検診があったらいいな。,-1.136740628,1.28619696,6.185250814,-3.563055828,2.800203684
２０代,横浜,会社勤めを辞めてから定期的な健康診断を受けていないので、低価格で定期的に検診ができるようになればいいと思います！,0.270121112,-3.366228087,6.022111953,-0.400215433,6.42305056
40代,横浜,予防接種の助成を増やしてほしい。まだまだ自費が多いです。,-1.367992328,9.398850472,-7.23640846,-16.8319061,14.95791558
30代,横浜,7/5に出産！！そして４ケ月…全身いたぁい。髪の毛の抜け毛が１番にやばい…束で…抜ける。ハゲないかと心配。いろいろ気軽に相談したいが。,-0.976374225,-2.357045296,-4.955480452,-8.846754614,-1.973459801
30代,横浜,ハイハイできる所がたくさん欲しいデス。外出した時など遊ばせてあげたいので！！,10.46639617,2.566437947,6.364106069,13.89505826,-3.205634009
30代,横浜,子どもを連れて、ママが運動出来るところがあったらいい。,1.639199482,-1.019578751,8.770694915,-3.709282677,-2.815362652
20代,横浜,今、予防接種の種類も増え、おたふくが10月に無料になりましたが、水ぼうそううやＢ型肝炎やロタウイルスなど全てを無料にしてほしいですっ！！,-3.608303732,3.121718611,-1.752938561,-9.236554708,13.45620117
30代,横浜,血糖や血圧など　健康診断をもっと受けたい。,0.25398227,-0.522153325,9.695533378,-3.529109355,-0.156966696
20代,横浜,横浜に引っ越してきて、坂の多さ、歩道の狭さにびっくりしました。ベビーカーに優しい街づくりに期待したいです。,-6.131292741,-4.553509505,1.596694248,2.844868114,-12.66329055
30代,横浜,腰痛がヒドイ。子連れで相談できるところがほしい。,-0.170580966,-0.631438625,10.12859535,-3.803486307,0.078000804
40代,横浜,子育てにはお金がかかる。　3人いるので夫婦で一生懸命働いている。　なのに一律(子どもの数に関係なく)年収で児童手当がもらえないのはおかしい。,-0.352298309,-0.321046825,-4.116716737,-9.924648445,1.437535828
30代,横浜,うでが痛い！（腱鞘炎になった）治らない。首がすわるまでとても大変だった。自分のケアができる環境と支援。,4.446385918,0.408745624,-1.178849823,7.321381434,8.017716423
30代,横浜,夜泣きがひどくて翌日の仕事にひびく。,4.705321173,0.79619705,-1.473812322,7.508863153,7.683894669
30代,横浜,同年代ママの交流場所の増加。　マタニティタクシーがもっと多くなれば良い。,7.169352623,-9.5777792,-3.901249372,-10.97613163,-16.67723622
30代,横浜,腰痛がひどい…。　産後に治るといいな！産前産後のケアがほしい。,1.551859945,-1.201361925,-9.773771167,-19.56278695,-4.655961434
30代,横浜,離乳食　食べるかどうか心配　相談できるところ,0.977816727,1.123273139,8.242108994,-5.637383006,-0.791294365
30代,横浜,仕事と育児の両立が…大変…。ゆっくりのんびりお茶のみたいー。だらーっとしたい！,0.171355733,-2.388526285,7.136363568,-1.252883633,5.198722897
40代,横浜,子供を産んで体重が落ちません。ジムにかよいたいけどムリだなぁ。歯医者にも行きたいけど子供がいるとなかなかいけないのがほんとうに困ります。,-0.616092906,2.778642777,5.344304595,-4.459983222,3.15125704
30代,横浜,２人目が生まれてから疲れやすい。肩こりがヒドイ。気軽な相談場所とケア。,1.643485029,2.420065374,8.605184715,-7.287777038,-1.179067231
20代,横浜,腰痛がひどかったり、病院に行きたくても自分の歯医者や病院に子連れで行きづらい。子連れ専用の病院ができたら嬉しい。,0.063095496,0.010089308,10.35138897,-4.006984615,0.177169025
30代,横浜,出産してから体調を崩しやすくなった。けど、病院にも赤ちゃんがいるとなかなか行けないので託児付きの所がもっと増えると良いなぁ。,-0.174387004,0.522108064,8.581613971,-2.362992823,-0.773503231
30代,横浜,妊娠中健診費用が市によって補助額が異なる。全て補助や一律にするなどしてほしい。,-1.98628855,10.71476137,-10.38013352,-20.38813504,15.65961313
30代,横浜,抜け毛が多い。息子よりハゲちゃうよ…。相談、情報。,1.497935603,2.03970009,8.23458338,-6.986760796,-1.081698846
30代,横浜,妊娠中に増えた体重がなかなか戻らなくて困ってるので、なんか教室みたいなのが気軽に受けれるのがあったらいいな。,0.450305219,-1.726702238,-8.63083894,-18.36622221,-3.408299034
20代,横浜,自分のカラダのことがわからない。本当に悪いのか、ただ疲れているのか。子供もいるので簡単に病院に行けない。もっと子供と一緒に行ける病院が近くにほしい。歯医者とか…。,-0.746646906,-0.466524058,8.312370252,-2.027192799,-0.8631325
30代,横浜,妊娠前から冷え性だったが、産後もっと冷え性になって肩こり腰痛がひどい。健診が受けられない、主婦健診は40才代からって30代はどうしたら良いのよ。,2.303420521,1.142021325,-7.491659806,-17.39176362,0.843139189
30代,横浜,出産して骨盤矯正をしたかったので、費用も結構かかるので安く受けたいです。,1.92632023,2.484791547,-6.033676892,-16.31286242,2.917092853
30代,横浜,がん検診とか受けたいのですが、子供を預かってくれるところが無く、行けてないです。ママ専用検診コースがほしいです。,5.504948777,-5.52951116,3.670620477,-3.751480752,-4.54311284
30代,横浜,ベビーカーに乗ってくれず抱っこヒモで腰痛。おっぱい大好きなので乳首が痛い。,-9.124083367,0.012569911,5.253183409,10.99662302,-10.04696432
20代,横浜,子連れで行ける場所を増やしてほしい！！(特に癒しスポット）,4.230416651,-5.426879015,1.081398598,-3.302408405,-7.563422125
20代,横浜,託児所のある病院を増やしてほしい。ママ専用の病院を作ってほしい。,0.342183091,0.309700597,9.499387613,-3.806282673,-0.497913647
30代,横浜,子供と２人で気軽に入れるカフェがもっと増えてくれると気分転換も出来て助かります。キッズスペースの充実したレストランも増えてほしいです。,5.322017229,-2.550585352,-5.01171151,-11.56266535,-7.293935021
30代,横浜,広く遊べるところ。,1.883264374,0.237007864,5.705392096,-0.960377626,2.580602055
40代,横浜,現在妊娠７ヶ月。胎動がすごくて寝不足です。相談場所。,1.45799033,2.091047166,8.607179918,-6.978410727,-1.102161993
40代,横浜,日本の子どもがいっぱいになったらいいな。,6.074554953,-6.893145229,-2.177010563,-7.947212043,-14.24822846
